,要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
830,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration_RetainedEarningsIFRSMember,当期,その他,期間,JPY,円,-1151000000
831,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration_TreasurySharesIFRSMember,当期,その他,期間,JPY,円,－
832,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration_ShareAcquisitionRightsIFRSMember,当期,その他,期間,JPY,円,－
833,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration_OtherComponentsOfEquityIFRSMember,当期,その他,期間,JPY,円,1151000000
834,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration_EquityAttributableToOwnersOfParentIFRSMember,当期,その他,期間,JPY,円,－
835,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration_NonControllingInterestsIFRSMember,当期,その他,期間,JPY,円,－
836,jpigp_cor:TransferFromOtherComponentsOfEquityToRetainedEarningsSSIFRS,その他の資本の構成要素から利益剰余金への振替、持分変動計算書（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,－
837,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_ShareCapitalIFRSMember,当期,その他,期間,JPY,円,－
838,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_CapitalSurplusIFRSMember,当期,その他,期間,JPY,円,-322000000
839,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_RetainedEarningsIFRSMember,当期,その他,期間,JPY,円,-1277000000
840,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_TreasurySharesIFRSMember,当期,その他,期間,JPY,円,472000000
841,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_ShareAcquisitionRightsIFRSMember,当期,その他,期間,JPY,円,-177000000
842,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_OtherComponentsOfEquityIFRSMember,当期,その他,期間,JPY,円,1151000000
843,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_EquityAttributableToOwnersOfParentIFRSMember,当期,その他,期間,JPY,円,-153000000
844,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration_NonControllingInterestsIFRSMember,当期,その他,期間,JPY,円,-120000000
845,jpigp_cor:TotalTransactionsWithOwnersIFRS,所有者との取引額（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-273000000
846,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_ShareCapitalIFRSMember,当期末,その他,時点,JPY,円,37519000000
847,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_CapitalSurplusIFRSMember,当期末,その他,時点,JPY,円,203831000000
848,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_RetainedEarningsIFRSMember,当期末,その他,時点,JPY,円,167927000000
849,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_TreasurySharesIFRSMember,当期末,その他,時点,JPY,円,-8886000000
850,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_ShareAcquisitionRightsIFRSMember,当期末,その他,時点,JPY,円,250000000
851,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_OtherComponentsOfEquityIFRSMember,当期末,その他,時点,JPY,円,139175000000
852,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_EquityAttributableToOwnersOfParentIFRSMember,当期末,その他,時点,JPY,円,539816000000
853,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant_NonControllingInterestsIFRSMember,当期末,その他,時点,JPY,円,13566000000
854,jpigp_cor:EquityIFRS,資本（IFRS）,CurrentYearInstant,当期末,その他,時点,JPY,円,553382000000
855,jpigp_cor:ProfitLossBeforeTaxIFRS,継続事業からの税引前利益（△損失）（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-101872000000
856,jpigp_cor:ProfitLossBeforeTaxIFRS,継続事業からの税引前利益（△損失）（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,13566000000
857,jpigp_cor:DepreciationAndAmortizationOpeCFIFRS,減価償却費及び償却費、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,75295000000
858,jpigp_cor:DepreciationAndAmortizationOpeCFIFRS,減価償却費及び償却費、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,75774000000
859,jpigp_cor:ImpairmentLossesReversalOfImpairmentLossesOpeCFIFRS,減損損失（又は戻入れ）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,116668000000
860,jpigp_cor:ImpairmentLossesReversalOfImpairmentLossesOpeCFIFRS,減損損失（又は戻入れ）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,1231000000
861,jpigp_cor:ShareOfLossProfitOfInvestmentsAccountedForUsingEquityMethodOpeCFIFRS,持分法による投資損益（△は益）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,96000000
862,jpigp_cor:ShareOfLossProfitOfInvestmentsAccountedForUsingEquityMethodOpeCFIFRS,持分法による投資損益（△は益）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,236000000
863,jpigp_cor:InterestAndDividendIncomeOpeCFIFRS,受取利息及び受取配当金、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-3753000000
864,jpigp_cor:InterestAndDividendIncomeOpeCFIFRS,受取利息及び受取配当金、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-3032000000
865,jpigp_cor:InterestExpensesOpeCFIFRS,支払利息、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,9144000000
866,jpigp_cor:InterestExpensesOpeCFIFRS,支払利息、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,12805000000
867,jpigp_cor:LossGainOnSaleAndRetirementOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCFIFRS,有形固定資産及び無形資産除売却損益（△は益）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,939000000
868,jpigp_cor:LossGainOnSaleAndRetirementOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCFIFRS,有形固定資産及び無形資産除売却損益（△は益）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,1861000000
869,jpigp_cor:DecreaseIncreaseInTradeAndOtherReceivablesOpeCFIFRS,営業債権及びその他の債権の増減額（△は増加）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-14007000000
870,jpigp_cor:DecreaseIncreaseInTradeAndOtherReceivablesOpeCFIFRS,営業債権及びその他の債権の増減額（△は増加）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,26534000000
871,jpigp_cor:DecreaseIncreaseInInventoriesOpeCFIFRS,棚卸資産の増減額（△は増加）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-46878000000
872,jpigp_cor:DecreaseIncreaseInInventoriesOpeCFIFRS,棚卸資産の増減額（△は増加）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,38820000000
873,jpigp_cor:IncreaseDecreaseInTradeAndOtherPayablesOpeCFIFRS,営業債務及びその他の債務の増減額（△は減少）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,2305000000
874,jpigp_cor:IncreaseDecreaseInTradeAndOtherPayablesOpeCFIFRS,営業債務及びその他の債務の増減額（△は減少）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-24261000000
875,jpcrp030000-asr_E00989-000:DecreaseDueToTransferOfRentalServiceAssetsOpeCFIFRS,,Prior1YearDuration,前期,その他,期間,JPY,円,-5279000000
876,jpcrp030000-asr_E00989-000:DecreaseDueToTransferOfRentalServiceAssetsOpeCFIFRS,,CurrentYearDuration,当期,その他,期間,JPY,円,-7263000000
877,jpigp_cor:IncreaseDecreaseInRetirementBenefitLiabilityOpeCFIFRS,退職給付に係る負債の増減額（△は減少）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-2646000000
878,jpigp_cor:IncreaseDecreaseInRetirementBenefitLiabilityOpeCFIFRS,退職給付に係る負債の増減額（△は減少）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-15000000
879,jpigp_cor:OtherChangesInWorkingCapitalOpeCFIFRS,その他、運転資本の増減、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-3685000000
880,jpigp_cor:OtherChangesInWorkingCapitalOpeCFIFRS,その他、運転資本の増減、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-37619000000
881,jpigp_cor:SubtotalOpeCFIFRS,小計、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,26326000000
882,jpigp_cor:SubtotalOpeCFIFRS,小計、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,98637000000
883,jpigp_cor:DividendsReceivedOpeCFIFRS,配当金の受取額、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,640000000
884,jpigp_cor:DividendsReceivedOpeCFIFRS,配当金の受取額、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,585000000
885,jpigp_cor:InterestReceivedOpeCFIFRS,利息の受取額、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,3265000000
886,jpigp_cor:InterestReceivedOpeCFIFRS,利息の受取額、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,2984000000
887,jpigp_cor:InterestPaidOpeCFIFRS,利息の支払額、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-8909000000
888,jpigp_cor:InterestPaidOpeCFIFRS,利息の支払額、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-12973000000
889,jpigp_cor:IncomeTaxesRefundPaidOpeCFIFRS,法人所得税の支払額又は還付額（△は支払）、営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-8003000000
890,jpigp_cor:IncomeTaxesRefundPaidOpeCFIFRS,法人所得税の支払額又は還付額（△は支払）、営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-5895000000
891,jpigp_cor:NetCashProvidedByUsedInOperatingActivitiesIFRS,営業活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,13319000000
892,jpigp_cor:NetCashProvidedByUsedInOperatingActivitiesIFRS,営業活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,83338000000
893,jpigp_cor:PurchaseOfPropertyPlantAndEquipmentInvCFIFRS,有形固定資産の取得による支出、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-21770000000
894,jpigp_cor:PurchaseOfPropertyPlantAndEquipmentInvCFIFRS,有形固定資産の取得による支出、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-27262000000
895,jpigp_cor:PurchaseOfIntangibleAssetsInvCFIFRS,無形資産の取得による支出、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-19009000000
896,jpigp_cor:PurchaseOfIntangibleAssetsInvCFIFRS,無形資産の取得による支出、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-17864000000
897,jpigp_cor:ProceedsFromSaleOfPropertyPlantAndEquipmentAndIntangibleAssetsInvCFIFRS,有形固定資産及び無形資産の売却による収入、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,948000000
898,jpigp_cor:ProceedsFromSaleOfPropertyPlantAndEquipmentAndIntangibleAssetsInvCFIFRS,有形固定資産及び無形資産の売却による収入、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,922000000
899,jpigp_cor:PaymentsForAcquisitionOfSubsidiariesInvCFIFRS,子会社の取得による支出、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-806000000
900,jpigp_cor:PaymentsForAcquisitionOfSubsidiariesInvCFIFRS,子会社の取得による支出、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-1409000000
901,jpigp_cor:ProceedsFromSaleOfInvestmentSecuritiesInvCFIFRS,投資有価証券の売却による収入、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,4709000000
902,jpigp_cor:ProceedsFromSaleOfInvestmentSecuritiesInvCFIFRS,投資有価証券の売却による収入、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,2693000000
903,jpigp_cor:PaymentsForAcquisitionOfBusinessesInvCFIFRS,事業譲受による支出、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-89000000
904,jpigp_cor:PaymentsForAcquisitionOfBusinessesInvCFIFRS,事業譲受による支出、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-112000000
905,jpigp_cor:OtherInvCFIFRS,その他、投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-1481000000
906,jpigp_cor:OtherInvCFIFRS,その他、投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-1501000000
907,jpigp_cor:NetCashProvidedByUsedInInvestingActivitiesIFRS,投資活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-37498000000
908,jpigp_cor:NetCashProvidedByUsedInInvestingActivitiesIFRS,投資活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-44534000000
909,jpigp_cor:NetIncreaseDecreaseInShortTermBorrowingsFinCFIFRS,短期借入金の純増減額（△は減少）、財務活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,114153000000
910,jpigp_cor:NetIncreaseDecreaseInShortTermBorrowingsFinCFIFRS,短期借入金の純増減額（△は減少）、財務活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-55541000000
911,jpigp_cor:ProceedsFromIssuanceOfBondsAndLongTermBorrowingsFinCFIFRS,社債の発行及び長期借入れによる収入、財務活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,133841000000
912,jpigp_cor:ProceedsFromIssuanceOfBondsAndLongTermBorrowingsFinCFIFRS,社債の発行及び長期借入れによる収入、財務活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,40292000000
913,jpigp_cor:RedemptionOfBondsAndRepaymentsOfLongTermBorrowingsFinCFIFRS,社債の償還及び長期借入金の返済、財務活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-131546000000
914,jpigp_cor:RedemptionOfBondsAndRepaymentsOfLongTermBorrowingsFinCFIFRS,社債の償還及び長期借入金の返済、財務活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-27793000000
915,jpigp_cor:RepaymentsOfLeaseObligationsFinCFIFRS,リース負債の返済による支出、財務活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-20251000000
916,jpigp_cor:RepaymentsOfLeaseObligationsFinCFIFRS,リース負債の返済による支出、財務活動によるキャッシュ・フロー（IFRS）,CurrentYearDuration,当期,その他,期間,JPY,円,-21593000000
917,jpigp_cor:DividendsPaidFinCFIFRS,配当金の支払額、財務活動によるキャッシュ・フロー（IFRS）,Prior1YearDuration,前期,その他,期間,JPY,円,-12424000000
